0.455	4718
0.456	1
0.457	112
0.458	340
0.459	83
0.46	8
0.462	2699
0.463	52
0.464	150
0.465	71
0.466	2
0.467	1797
0.468	26
0.469	116
0.471	1192
0.472	90
0.473	2
0.474	789
0.475	60
0.476	515
0.477	55
0.478	408
0.479	20
0.48	250
0.481	168
0.482	1
0.483	162
0.484	114
0.485	108
0.486	158
0.487	72
0.488	111
0.489	72
0.49	15
0.491	4
0.492	1
0.493	1
0.494	1
0.5	90624
0.503	1
0.507	2
0.508	1
0.509	7
0.51	16
0.511	48
0.512	108
0.513	59
0.514	126
0.515	64
0.516	98
0.517	102
0.518	2
0.519	148
0.52	218
0.521	10
0.522	300
0.523	51
0.524	467
0.525	59
0.526	613
0.527	2
0.528	57
0.529	874
0.53	1
0.531	84
0.532	22
0.533	1220
0.535	50
0.536	108
0.537	38
0.538	1685
0.54	6
0.541	60
0.542	199
0.543	74
0.544	1
0.545	2639
0.547	6
0.548	137
0.549	4
0.55	494
0.551	10
0.552	98
0.553	77
0.556	4504
0.557	2
0.558	39
0.559	73
0.56	172
0.561	50
0.562	898
0.563	1
0.564	41
0.565	254
0.566	3
0.567	84
0.568	91
0.569	8
0.571	8297
0.574	11
0.575	45
0.576	57
0.577	121
0.578	25
0.579	590
0.58	7
0.581	105
0.582	2
0.583	1605
0.585	50
0.586	84
0.587	17
0.588	727
0.59	43
0.591	302
0.592	6
0.593	112
0.594	63
0.595	92
0.596	23
0.598	3
0.6	18530
0.604	17
0.605	84
0.606	51
0.607	95
0.608	7
0.609	266
0.61	32
0.611	531
0.612	7
0.613	79
0.614	31
0.615	1101
0.617	14
0.618	46
0.619	348
0.62	7
0.621	85
0.622	85
0.623	3
0.624	1
0.625	3994
0.627	3
0.628	47
0.629	56
0.63	122
0.632	479
0.633	84
0.634	33
0.635	9
0.636	1607
0.638	19
0.639	56
0.64	123
0.641	39
0.642	6
0.643	842
0.644	23
0.645	77
0.646	13
0.647	573
0.648	1
0.649	49
0.65	335
0.651	39
0.652	202
0.653	13
0.654	89
0.655	61
0.656	54
0.657	42
0.658	57
0.659	66
0.66	33
0.662	1
0.667	40453
0.669	2
0.67	1
0.673	11
0.674	64
0.675	38
0.676	82
0.677	70
0.679	94
0.68	126
0.681	20
0.682	239
0.683	39
0.684	363
0.685	2
0.686	51
0.687	551
0.688	1
0.689	23
0.69	115
0.691	2
0.692	727
0.694	64
0.696	155
0.697	52
0.698	46
0.7	1515
0.702	20
0.703	59
0.704	85
0.705	33
0.706	420
0.707	41
0.708	145
0.709	1
0.71	58
0.711	67
0.712	4
0.714	4182
0.716	1
0.717	28
0.718	41
0.719	55
0.72	109
0.721	44
0.722	380
0.723	13
0.724	61
0.725	41
0.726	1
0.727	1022
0.729	19
0.73	40
0.731	66
0.732	25
0.733	474
0.735	68
0.736	6
0.737	289
0.738	38
0.739	188
0.74	7
0.741	76
0.742	57
