n	f_n
1.049000e+03	4.837929e-05
1.051000e+03	4.837929e-05
1.053000e+03	4.837929e-05
1.055000e+03	4.837929e-05
1.056000e+03	4.837929e-05
1.057000e+03	4.837929e-05
1.058000e+03	1.451379e-04
1.060000e+03	9.675859e-05
1.062000e+03	4.837929e-05
1.063000e+03	4.837929e-05
1.064000e+03	9.675859e-05
1.065000e+03	9.675859e-05
1.066000e+03	9.675859e-05
1.067000e+03	4.837929e-05
1.071000e+03	4.837929e-05
1.072000e+03	4.837929e-05
1.073000e+03	4.837929e-05
1.075000e+03	9.675859e-05
1.076000e+03	4.837929e-05
1.081000e+03	1.935172e-04
1.082000e+03	4.837929e-05
1.084000e+03	4.837929e-05
1.087000e+03	4.837929e-05
1.089000e+03	9.675859e-05
1.090000e+03	4.837929e-05
1.091000e+03	4.837929e-05
1.093000e+03	4.837929e-05
1.097000e+03	4.837929e-05
1.098000e+03	4.837929e-05
1.099000e+03	4.837929e-05
1.100000e+03	4.837929e-05
1.101000e+03	4.837929e-05
1.102000e+03	4.837929e-05
1.103000e+03	4.837929e-05
1.104000e+03	9.675859e-05
1.105000e+03	4.837929e-05
1.106000e+03	4.837929e-05
1.111000e+03	9.675859e-05
1.113000e+03	4.837929e-05
1.114000e+03	4.837929e-05
1.116000e+03	9.675859e-05
1.117000e+03	4.837929e-05
1.118000e+03	4.837929e-05
1.119000e+03	4.837929e-05
1.123000e+03	4.837929e-05
1.125000e+03	4.837929e-05
1.127000e+03	4.837929e-05
1.129000e+03	4.837929e-05
1.132000e+03	4.837929e-05
1.133000e+03	4.837929e-05
1.134000e+03	4.837929e-05
1.135000e+03	4.837929e-05
1.137000e+03	9.675859e-05
1.138000e+03	4.837929e-05
1.141000e+03	4.837929e-05
1.144000e+03	4.837929e-05
1.147000e+03	9.675859e-05
1.148000e+03	4.837929e-05
1.150000e+03	4.837929e-05
1.151000e+03	4.837929e-05
1.152000e+03	9.675859e-05
1.153000e+03	4.837929e-05
1.154000e+03	4.837929e-05
1.161000e+03	4.837929e-05
1.163000e+03	4.837929e-05
1.164000e+03	4.837929e-05
1.168000e+03	4.837929e-05
1.169000e+03	4.837929e-05
1.170000e+03	4.837929e-05
1.171000e+03	4.837929e-05
1.172000e+03	4.837929e-05
1.173000e+03	4.837929e-05
1.174000e+03	4.837929e-05
1.175000e+03	4.837929e-05
1.177000e+03	4.837929e-05
1.179000e+03	9.675859e-05
1.180000e+03	4.837929e-05
1.181000e+03	4.837929e-05
1.182000e+03	4.837929e-05
1.183000e+03	4.837929e-05
1.185000e+03	4.837929e-05
1.186000e+03	1.451379e-04
1.188000e+03	4.837929e-05
1.190000e+03	4.837929e-05
1.193000e+03	4.837929e-05
1.195000e+03	9.675859e-05
1.196000e+03	4.837929e-05
1.201000e+03	9.675859e-05
1.202000e+03	9.675859e-05
1.206000e+03	4.837929e-05
1.213000e+03	4.837929e-05
1.217000e+03	9.675859e-05
1.218000e+03	4.837929e-05
1.220000e+03	4.837929e-05
1.222000e+03	4.837929e-05
1.227000e+03	4.837929e-05
1.228000e+03	4.837929e-05
1.229000e+03	9.675859e-05
1.231000e+03	4.837929e-05
1.235000e+03	4.837929e-05
1.236000e+03	9.675859e-05
1.242000e+03	9.675859e-05
1.244000e+03	4.837929e-05
1.247000e+03	4.837929e-05
1.252000e+03	4.837929e-05
1.253000e+03	4.837929e-05
1.254000e+03	4.837929e-05
1.256000e+03	4.837929e-05
1.258000e+03	9.675859e-05
1.259000e+03	4.837929e-05
1.262000e+03	4.837929e-05
1.263000e+03	9.675859e-05
1.269000e+03	4.837929e-05
1.270000e+03	4.837929e-05
1.272000e+03	4.837929e-05
1.276000e+03	9.675859e-05
1.277000e+03	4.837929e-05
1.278000e+03	9.675859e-05
1.283000e+03	1.451379e-04
1.284000e+03	9.675859e-05
1.286000e+03	9.675859e-05
1.288000e+03	9.675859e-05
1.290000e+03	4.837929e-05
1.291000e+03	4.837929e-05
1.293000e+03	4.837929e-05
1.294000e+03	9.675859e-05
1.295000e+03	9.675859e-05
1.296000e+03	9.675859e-05
1.299000e+03	1.451379e-04
1.301000e+03	4.837929e-05
1.303000e+03	4.837929e-05
1.304000e+03	4.837929e-05
1.309000e+03	4.837929e-05
1.310000e+03	4.837929e-05
1.312000e+03	4.837929e-05
1.319000e+03	9.675859e-05
1.321000e+03	9.675859e-05
1.326000e+03	4.837929e-05
1.327000e+03	9.675859e-05
1.328000e+03	4.837929e-05
1.329000e+03	4.837929e-05
1.330000e+03	4.837929e-05
1.333000e+03	4.837929e-05
1.334000e+03	4.837929e-05
1.336000e+03	4.837929e-05
1.340000e+03	4.837929e-05
1.346000e+03	4.837929e-05
1.351000e+03	4.837929e-05
1.352000e+03	4.837929e-05
1.358000e+03	4.837929e-05
1.359000e+03	4.837929e-05
1.364000e+03	9.675859e-05
1.365000e+03	4.837929e-05
1.371000e+03	9.675859e-05
1.372000e+03	9.675859e-05
1.374000e+03	9.675859e-05
1.381000e+03	4.837929e-05
1.383000e+03	4.837929e-05
1.385000e+03	4.837929e-05
1.390000e+03	4.837929e-05
1.391000e+03	9.675859e-05
1.392000e+03	4.837929e-05
1.397000e+03	4.837929e-05
1.408000e+03	4.837929e-05
1.410000e+03	4.837929e-05
1.414000e+03	4.837929e-05
1.418000e+03	4.837929e-05
1.420000e+03	4.837929e-05
1.421000e+03	4.837929e-05
1.423000e+03	4.837929e-05
1.425000e+03	4.837929e-05
1.428000e+03	9.675859e-05
1.429000e+03	4.837929e-05
1.430000e+03	4.837929e-05
1.432000e+03	4.837929e-05
1.435000e+03	4.837929e-05
1.437000e+03	9.675859e-05
1.441000e+03	4.837929e-05
1.443000e+03	9.675859e-05
1.446000e+03	4.837929e-05
1.447000e+03	4.837929e-05
1.449000e+03	4.837929e-05
1.450000e+03	4.837929e-05
1.451000e+03	4.837929e-05
1.453000e+03	4.837929e-05
1.458000e+03	9.675859e-05
1.459000e+03	4.837929e-05
1.460000e+03	4.837929e-05
1.461000e+03	4.837929e-05
1.462000e+03	4.837929e-05
1.467000e+03	4.837929e-05
1.468000e+03	4.837929e-05
1.469000e+03	4.837929e-05
1.470000e+03	4.837929e-05
1.471000e+03	4.837929e-05
1.472000e+03	4.837929e-05
1.476000e+03	9.675859e-05
1.485000e+03	4.837929e-05
1.486000e+03	4.837929e-05
1.489000e+03	9.675859e-05
1.491000e+03	9.675859e-05
1.492000e+03	4.837929e-05
1.493000e+03	4.837929e-05
1.494000e+03	9.675859e-05
1.499000e+03	9.675859e-05
1.501000e+03	4.837929e-05
1.503000e+03	4.837929e-05
1.505000e+03	4.837929e-05
1.506000e+03	4.837929e-05
1.511000e+03	4.837929e-05
1.514000e+03	4.837929e-05
1.516000e+03	4.837929e-05
1.520000e+03	9.675859e-05
1.522000e+03	4.837929e-05
1.524000e+03	4.837929e-05
1.525000e+03	4.837929e-05
1.527000e+03	4.837929e-05
1.528000e+03	4.837929e-05
1.532000e+03	4.837929e-05
1.533000e+03	4.837929e-05
1.534000e+03	9.675859e-05
1.536000e+03	4.837929e-05
1.539000e+03	4.837929e-05
1.540000e+03	4.837929e-05
1.541000e+03	4.837929e-05
1.544000e+03	4.837929e-05
1.548000e+03	4.837929e-05
1.552000e+03	4.837929e-05
1.553000e+03	9.675859e-05
1.555000e+03	4.837929e-05
1.556000e+03	4.837929e-05
1.557000e+03	2.418965e-04
1.560000e+03	4.837929e-05
1.562000e+03	4.837929e-05
1.563000e+03	4.837929e-05
1.569000e+03	4.837929e-05
1.571000e+03	4.837929e-05
1.573000e+03	4.837929e-05
1.576000e+03	4.837929e-05
1.578000e+03	9.675859e-05
1.580000e+03	4.837929e-05
1.581000e+03	1.935172e-04
1.587000e+03	4.837929e-05
1.589000e+03	4.837929e-05
1.593000e+03	4.837929e-05
1.597000e+03	4.837929e-05
1.598000e+03	4.837929e-05
1.601000e+03	4.837929e-05
1.604000e+03	4.837929e-05
1.605000e+03	4.837929e-05
1.607000e+03	4.837929e-05
1.608000e+03	4.837929e-05
1.609000e+03	4.837929e-05
1.612000e+03	1.451379e-04
1.619000e+03	4.837929e-05
1.620000e+03	4.837929e-05
1.622000e+03	4.837929e-05
1.625000e+03	4.837929e-05
1.630000e+03	4.837929e-05
1.632000e+03	4.837929e-05
1.634000e+03	9.675859e-05
1.637000e+03	4.837929e-05
1.643000e+03	4.837929e-05
1.652000e+03	4.837929e-05
1.655000e+03	9.675859e-05
1.658000e+03	4.837929e-05
1.667000e+03	4.837929e-05
1.668000e+03	4.837929e-05
1.676000e+03	4.837929e-05
1.677000e+03	4.837929e-05
1.681000e+03	4.837929e-05
1.682000e+03	4.837929e-05
1.685000e+03	4.837929e-05
1.691000e+03	4.837929e-05
1.692000e+03	4.837929e-05
1.694000e+03	4.837929e-05
1.695000e+03	4.837929e-05
1.700000e+03	4.837929e-05
1.703000e+03	9.675859e-05
1.708000e+03	4.837929e-05
1.710000e+03	9.675859e-05
1.713000e+03	4.837929e-05
1.715000e+03	4.837929e-05
1.718000e+03	4.837929e-05
1.720000e+03	4.837929e-05
1.722000e+03	9.675859e-05
1.725000e+03	9.675859e-05
1.727000e+03	4.837929e-05
1.732000e+03	9.675859e-05
1.733000e+03	9.675859e-05
1.742000e+03	4.837929e-05
1.744000e+03	4.837929e-05
1.750000e+03	4.837929e-05
1.757000e+03	4.837929e-05
1.759000e+03	4.837929e-05
1.762000e+03	4.837929e-05
1.764000e+03	4.837929e-05
1.766000e+03	4.837929e-05
1.769000e+03	4.837929e-05
1.771000e+03	4.837929e-05
1.773000e+03	4.837929e-05
1.774000e+03	4.837929e-05
1.779000e+03	4.837929e-05
1.784000e+03	4.837929e-05
1.788000e+03	4.837929e-05
1.790000e+03	4.837929e-05
1.793000e+03	4.837929e-05
1.796000e+03	4.837929e-05
1.797000e+03	4.837929e-05
1.801000e+03	4.837929e-05
1.806000e+03	4.837929e-05
1.807000e+03	4.837929e-05
1.809000e+03	4.837929e-05
1.810000e+03	1.451379e-04
1.813000e+03	4.837929e-05
1.814000e+03	4.837929e-05
1.815000e+03	4.837929e-05
1.816000e+03	1.935172e-04
1.819000e+03	4.837929e-05
1.821000e+03	4.837929e-05
1.832000e+03	4.837929e-05
1.835000e+03	1.451379e-04
1.839000e+03	9.675859e-05
1.840000e+03	4.837929e-05
1.842000e+03	4.837929e-05
1.857000e+03	4.837929e-05
1.865000e+03	9.675859e-05
1.868000e+03	9.675859e-05
1.869000e+03	4.837929e-05
1.872000e+03	4.837929e-05
1.875000e+03	4.837929e-05
1.876000e+03	4.837929e-05
1.882000e+03	4.837929e-05
1.906000e+03	4.837929e-05
1.909000e+03	4.837929e-05
1.925000e+03	4.837929e-05
1.927000e+03	4.837929e-05
1.932000e+03	4.837929e-05
1.936000e+03	4.837929e-05
1.945000e+03	4.837929e-05
1.947000e+03	4.837929e-05
1.949000e+03	4.837929e-05
1.952000e+03	4.837929e-05
1.954000e+03	4.837929e-05
1.958000e+03	4.837929e-05
1.960000e+03	9.675859e-05
1.962000e+03	4.837929e-05
1.963000e+03	4.837929e-05
1.964000e+03	4.837929e-05
1.974000e+03	4.837929e-05
1.977000e+03	4.837929e-05
1.981000e+03	4.837929e-05
1.985000e+03	4.837929e-05
1.986000e+03	4.837929e-05
1.987000e+03	4.837929e-05
1.994000e+03	4.837929e-05
2.002000e+03	4.837929e-05
2.009000e+03	4.837929e-05
2.012000e+03	4.837929e-05
2.013000e+03	4.837929e-05
2.018000e+03	4.837929e-05
2.019000e+03	4.837929e-05
2.023000e+03	4.837929e-05
2.028000e+03	4.837929e-05
2.033000e+03	4.837929e-05
2.034000e+03	4.837929e-05
2.038000e+03	4.837929e-05
2.042000e+03	4.837929e-05
2.046000e+03	1.451379e-04
2.049000e+03	4.837929e-05
2.050000e+03	4.837929e-05
2.051000e+03	4.837929e-05
2.053000e+03	4.837929e-05
2.055000e+03	4.837929e-05
2.062000e+03	4.837929e-05
2.066000e+03	4.837929e-05
2.069000e+03	4.837929e-05
2.073000e+03	4.837929e-05
2.074000e+03	4.837929e-05
2.077000e+03	4.837929e-05
2.078000e+03	4.837929e-05
2.084000e+03	4.837929e-05
2.087000e+03	4.837929e-05
2.089000e+03	4.837929e-05
2.093000e+03	4.837929e-05
2.094000e+03	4.837929e-05
2.098000e+03	4.837929e-05
2.102000e+03	4.837929e-05
2.106000e+03	9.675859e-05
2.117000e+03	4.837929e-05
2.120000e+03	4.837929e-05
2.126000e+03	4.837929e-05
2.133000e+03	4.837929e-05
2.140000e+03	1.451379e-04
2.141000e+03	4.837929e-05
2.146000e+03	9.675859e-05
2.148000e+03	4.837929e-05
2.151000e+03	4.837929e-05
2.157000e+03	4.837929e-05
2.163000e+03	4.837929e-05
2.164000e+03	9.675859e-05
2.167000e+03	4.837929e-05
2.172000e+03	4.837929e-05
2.175000e+03	4.837929e-05
2.177000e+03	4.837929e-05
2.182000e+03	4.837929e-05
2.203000e+03	4.837929e-05
2.204000e+03	4.837929e-05
2.205000e+03	9.675859e-05
2.210000e+03	4.837929e-05
2.212000e+03	9.675859e-05
2.217000e+03	4.837929e-05
2.222000e+03	4.837929e-05
2.232000e+03	4.837929e-05
2.236000e+03	4.837929e-05
2.242000e+03	4.837929e-05
2.243000e+03	9.675859e-05
2.245000e+03	4.837929e-05
2.249000e+03	4.837929e-05
2.258000e+03	4.837929e-05
2.259000e+03	9.675859e-05
2.276000e+03	4.837929e-05
2.281000e+03	4.837929e-05
2.283000e+03	4.837929e-05
2.288000e+03	4.837929e-05
2.289000e+03	4.837929e-05
2.295000e+03	4.837929e-05
2.298000e+03	9.675859e-05
2.303000e+03	4.837929e-05
2.305000e+03	4.837929e-05
2.312000e+03	4.837929e-05
2.313000e+03	4.837929e-05
2.314000e+03	4.837929e-05
2.320000e+03	4.837929e-05
2.321000e+03	4.837929e-05
2.322000e+03	2.418965e-04
2.326000e+03	4.837929e-05
2.328000e+03	4.837929e-05
2.330000e+03	4.837929e-05
2.331000e+03	4.837929e-05
2.334000e+03	4.837929e-05
2.341000e+03	9.675859e-05
2.352000e+03	4.837929e-05
2.359000e+03	4.837929e-05
2.369000e+03	4.837929e-05
2.371000e+03	4.837929e-05
2.377000e+03	4.837929e-05
2.386000e+03	4.837929e-05
2.388000e+03	4.837929e-05
2.394000e+03	4.837929e-05
2.398000e+03	4.837929e-05
2.403000e+03	4.837929e-05
2.406000e+03	4.837929e-05
2.417000e+03	4.837929e-05
2.419000e+03	4.837929e-05
2.423000e+03	4.837929e-05
2.434000e+03	4.837929e-05
2.446000e+03	9.675859e-05
2.453000e+03	4.837929e-05
2.454000e+03	4.837929e-05
2.460000e+03	4.837929e-05
2.461000e+03	4.837929e-05
2.462000e+03	4.837929e-05
2.479000e+03	4.837929e-05
2.486000e+03	4.837929e-05
2.493000e+03	4.837929e-05
2.499000e+03	4.837929e-05
2.503000e+03	4.837929e-05
2.506000e+03	4.837929e-05
2.512000e+03	4.837929e-05
2.514000e+03	4.837929e-05
2.515000e+03	4.837929e-05
2.516000e+03	4.837929e-05
2.526000e+03	9.675859e-05
2.535000e+03	4.837929e-05
2.537000e+03	4.837929e-05
2.542000e+03	9.675859e-05
2.544000e+03	4.837929e-05
2.551000e+03	4.837929e-05
2.565000e+03	4.837929e-05
2.566000e+03	9.675859e-05
2.567000e+03	4.837929e-05
2.579000e+03	4.837929e-05
2.587000e+03	4.837929e-05
2.590000e+03	4.837929e-05
2.592000e+03	4.837929e-05
2.635000e+03	4.837929e-05
2.637000e+03	4.837929e-05
2.658000e+03	4.837929e-05
2.664000e+03	4.837929e-05
2.665000e+03	4.837929e-05
2.673000e+03	4.837929e-05
2.679000e+03	4.837929e-05
2.700000e+03	9.675859e-05
2.709000e+03	4.837929e-05
2.722000e+03	4.837929e-05
2.723000e+03	4.837929e-05
2.749000e+03	4.837929e-05
2.756000e+03	9.675859e-05
2.760000e+03	4.837929e-05
2.762000e+03	4.837929e-05
2.765000e+03	4.837929e-05
2.770000e+03	4.837929e-05
2.773000e+03	4.837929e-05
2.776000e+03	4.837929e-05
2.784000e+03	4.837929e-05
2.797000e+03	4.837929e-05
2.813000e+03	4.837929e-05
2.823000e+03	4.837929e-05
2.827000e+03	4.837929e-05
2.832000e+03	4.837929e-05
2.856000e+03	4.837929e-05
2.861000e+03	9.675859e-05
2.864000e+03	9.675859e-05
2.865000e+03	4.837929e-05
2.866000e+03	4.837929e-05
2.873000e+03	4.837929e-05
2.874000e+03	4.837929e-05
2.879000e+03	4.837929e-05
2.898000e+03	4.837929e-05
2.915000e+03	4.837929e-05
2.918000e+03	4.837929e-05
2.926000e+03	4.837929e-05
2.942000e+03	4.837929e-05
2.943000e+03	4.837929e-05
2.952000e+03	4.837929e-05
2.954000e+03	4.837929e-05
2.964000e+03	4.837929e-05
2.966000e+03	4.837929e-05
2.969000e+03	4.837929e-05
2.970000e+03	4.837929e-05
2.980000e+03	4.837929e-05
2.988000e+03	1.451379e-04
2.989000e+03	4.837929e-05
2.991000e+03	4.837929e-05
2.992000e+03	4.837929e-05
3.003000e+03	4.837929e-05
3.004000e+03	4.837929e-05
3.006000e+03	4.837929e-05
3.011000e+03	4.837929e-05
3.019000e+03	4.837929e-05
3.038000e+03	4.837929e-05
3.046000e+03	4.837929e-05
3.049000e+03	4.837929e-05
3.050000e+03	4.837929e-05
3.051000e+03	4.837929e-05
3.056000e+03	4.837929e-05
3.080000e+03	4.837929e-05
3.092000e+03	4.837929e-05
3.103000e+03	4.837929e-05
3.118000e+03	4.837929e-05
3.122000e+03	4.837929e-05
3.126000e+03	4.837929e-05
3.137000e+03	4.837929e-05
3.158000e+03	4.837929e-05
3.163000e+03	4.837929e-05
3.179000e+03	4.837929e-05
3.184000e+03	4.837929e-05
3.187000e+03	4.837929e-05
3.190000e+03	4.837929e-05
3.196000e+03	4.837929e-05
3.236000e+03	1.451379e-04
3.237000e+03	4.837929e-05
3.241000e+03	4.837929e-05
3.246000e+03	4.837929e-05
3.259000e+03	4.837929e-05
3.270000e+03	4.837929e-05
3.279000e+03	4.837929e-05
3.282000e+03	4.837929e-05
3.286000e+03	4.837929e-05
3.301000e+03	4.837929e-05
3.304000e+03	4.837929e-05
3.307000e+03	4.837929e-05
3.312000e+03	4.837929e-05
3.321000e+03	4.837929e-05
3.331000e+03	9.675859e-05
3.340000e+03	4.837929e-05
3.344000e+03	4.837929e-05
3.352000e+03	4.837929e-05
3.357000e+03	4.837929e-05
3.383000e+03	4.837929e-05
3.389000e+03	9.675859e-05
3.396000e+03	4.837929e-05
3.416000e+03	4.837929e-05
3.425000e+03	4.837929e-05
3.429000e+03	4.837929e-05
3.436000e+03	4.837929e-05
3.460000e+03	4.837929e-05
3.484000e+03	4.837929e-05
3.494000e+03	4.837929e-05
3.498000e+03	4.837929e-05
3.503000e+03	4.837929e-05
3.509000e+03	4.837929e-05
3.514000e+03	4.837929e-05
3.536000e+03	9.675859e-05
3.538000e+03	4.837929e-05
3.539000e+03	4.837929e-05
3.546000e+03	4.837929e-05
3.548000e+03	4.837929e-05
3.552000e+03	4.837929e-05
3.568000e+03	4.837929e-05
3.572000e+03	4.837929e-05
3.573000e+03	4.837929e-05
3.574000e+03	4.837929e-05
3.582000e+03	4.837929e-05
3.584000e+03	4.837929e-05
3.589000e+03	4.837929e-05
3.591000e+03	4.837929e-05
3.598000e+03	4.837929e-05
3.602000e+03	4.837929e-05
3.606000e+03	4.837929e-05
3.607000e+03	4.837929e-05
3.623000e+03	4.837929e-05
3.633000e+03	4.837929e-05
3.649000e+03	4.837929e-05
3.674000e+03	4.837929e-05
3.678000e+03	4.837929e-05
3.680000e+03	4.837929e-05
3.681000e+03	4.837929e-05
3.687000e+03	9.675859e-05
3.691000e+03	4.837929e-05
3.704000e+03	4.837929e-05
3.725000e+03	4.837929e-05
3.751000e+03	4.837929e-05
3.780000e+03	4.837929e-05
3.803000e+03	4.837929e-05
3.815000e+03	4.837929e-05
3.817000e+03	4.837929e-05
3.820000e+03	4.837929e-05
3.834000e+03	4.837929e-05
3.839000e+03	4.837929e-05
3.842000e+03	4.837929e-05
3.849000e+03	4.837929e-05
3.857000e+03	4.837929e-05
3.884000e+03	4.837929e-05
3.908000e+03	4.837929e-05
3.925000e+03	4.837929e-05
3.936000e+03	4.837929e-05
3.976000e+03	4.837929e-05
3.997000e+03	4.837929e-05
4.001000e+03	4.837929e-05
4.013000e+03	4.837929e-05
4.016000e+03	4.837929e-05
4.040000e+03	4.837929e-05
4.061000e+03	4.837929e-05
4.062000e+03	9.675859e-05
4.110000e+03	4.837929e-05
4.126000e+03	4.837929e-05
4.127000e+03	4.837929e-05
4.142000e+03	4.837929e-05
4.144000e+03	4.837929e-05
4.146000e+03	4.837929e-05
4.153000e+03	4.837929e-05
4.154000e+03	4.837929e-05
4.163000e+03	4.837929e-05
4.175000e+03	4.837929e-05
4.176000e+03	4.837929e-05
4.177000e+03	4.837929e-05
4.204000e+03	4.837929e-05
4.218000e+03	4.837929e-05
4.228000e+03	4.837929e-05
4.245000e+03	4.837929e-05
4.264000e+03	4.837929e-05
4.286000e+03	4.837929e-05
4.292000e+03	4.837929e-05
4.296000e+03	4.837929e-05
4.297000e+03	4.837929e-05
4.313000e+03	4.837929e-05
4.334000e+03	4.837929e-05
4.356000e+03	4.837929e-05
4.391000e+03	4.837929e-05
4.413000e+03	4.837929e-05
4.423000e+03	4.837929e-05
4.434000e+03	4.837929e-05
4.439000e+03	4.837929e-05
4.443000e+03	4.837929e-05
4.446000e+03	4.837929e-05
4.467000e+03	4.837929e-05
4.495000e+03	4.837929e-05
4.502000e+03	4.837929e-05
4.505000e+03	4.837929e-05
4.511000e+03	4.837929e-05
4.515000e+03	4.837929e-05
4.530000e+03	4.837929e-05
4.540000e+03	9.675859e-05
4.542000e+03	4.837929e-05
4.545000e+03	4.837929e-05
4.552000e+03	4.837929e-05
4.554000e+03	4.837929e-05
4.561000e+03	4.837929e-05
4.583000e+03	4.837929e-05
4.641000e+03	4.837929e-05
4.645000e+03	4.837929e-05
4.655000e+03	4.837929e-05
4.667000e+03	4.837929e-05
4.671000e+03	4.837929e-05
4.691000e+03	4.837929e-05
4.712000e+03	4.837929e-05
4.716000e+03	4.837929e-05
4.734000e+03	4.837929e-05
4.818000e+03	4.837929e-05
4.891000e+03	4.837929e-05
4.894000e+03	4.837929e-05
4.918000e+03	4.837929e-05
4.924000e+03	4.837929e-05
4.925000e+03	4.837929e-05
4.927000e+03	4.837929e-05
4.953000e+03	4.837929e-05
4.955000e+03	9.675859e-05
4.960000e+03	4.837929e-05
4.997000e+03	9.675859e-05
5.004000e+03	4.837929e-05
5.008000e+03	4.837929e-05
5.024000e+03	4.837929e-05
5.029000e+03	4.837929e-05
5.047000e+03	4.837929e-05
5.066000e+03	4.837929e-05
5.137000e+03	4.837929e-05
5.140000e+03	4.837929e-05
5.147000e+03	4.837929e-05
5.160000e+03	4.837929e-05
5.167000e+03	4.837929e-05
5.168000e+03	4.837929e-05
5.176000e+03	4.837929e-05
5.199000e+03	4.837929e-05
5.205000e+03	4.837929e-05
5.206000e+03	4.837929e-05
5.211000e+03	4.837929e-05
5.223000e+03	4.837929e-05
5.240000e+03	4.837929e-05
5.244000e+03	4.837929e-05
5.256000e+03	4.837929e-05
5.282000e+03	4.837929e-05
5.286000e+03	9.675859e-05
5.289000e+03	4.837929e-05
5.293000e+03	4.837929e-05
5.346000e+03	4.837929e-05
5.377000e+03	4.837929e-05
5.379000e+03	4.837929e-05
5.400000e+03	4.837929e-05
5.445000e+03	4.837929e-05
5.468000e+03	4.837929e-05
5.500000e+03	4.837929e-05
5.522000e+03	4.837929e-05
5.529000e+03	4.837929e-05
5.559000e+03	4.837929e-05
5.579000e+03	4.837929e-05
5.600000e+03	9.675859e-05
5.625000e+03	4.837929e-05
5.650000e+03	4.837929e-05
5.660000e+03	4.837929e-05
5.681000e+03	4.837929e-05
5.682000e+03	4.837929e-05
5.685000e+03	4.837929e-05
5.690000e+03	4.837929e-05
5.707000e+03	4.837929e-05
5.774000e+03	4.837929e-05
5.781000e+03	4.837929e-05
5.834000e+03	4.837929e-05
5.856000e+03	4.837929e-05
5.893000e+03	4.837929e-05
5.895000e+03	4.837929e-05
5.898000e+03	4.837929e-05
5.900000e+03	4.837929e-05
5.902000e+03	4.837929e-05
5.922000e+03	4.837929e-05
5.986000e+03	4.837929e-05
6.001000e+03	4.837929e-05
6.043000e+03	4.837929e-05
6.057000e+03	4.837929e-05
6.096000e+03	4.837929e-05
6.116000e+03	4.837929e-05
6.196000e+03	4.837929e-05
6.221000e+03	4.837929e-05
6.231000e+03	4.837929e-05
6.284000e+03	4.837929e-05
6.297000e+03	4.837929e-05
6.300000e+03	4.837929e-05
6.357000e+03	4.837929e-05
6.361000e+03	4.837929e-05
6.404000e+03	4.837929e-05
6.410000e+03	4.837929e-05
6.435000e+03	4.837929e-05
6.449000e+03	4.837929e-05
6.476000e+03	4.837929e-05
6.571000e+03	4.837929e-05
6.599000e+03	4.837929e-05
6.622000e+03	4.837929e-05
6.643000e+03	4.837929e-05
6.745000e+03	4.837929e-05
6.781000e+03	4.837929e-05
6.815000e+03	4.837929e-05
6.870000e+03	4.837929e-05
6.897000e+03	4.837929e-05
6.923000e+03	4.837929e-05
7.014000e+03	4.837929e-05
7.021000e+03	4.837929e-05
7.050000e+03	4.837929e-05
7.096000e+03	4.837929e-05
7.102000e+03	4.837929e-05
7.116000e+03	4.837929e-05
7.134000e+03	4.837929e-05
7.222000e+03	4.837929e-05
7.223000e+03	4.837929e-05
7.234000e+03	4.837929e-05
7.309000e+03	4.837929e-05
7.364000e+03	4.837929e-05
7.365000e+03	4.837929e-05
7.379000e+03	4.837929e-05
7.436000e+03	4.837929e-05
7.482000e+03	4.837929e-05
7.586000e+03	4.837929e-05
7.665000e+03	4.837929e-05
7.677000e+03	4.837929e-05
7.737000e+03	4.837929e-05
7.759000e+03	4.837929e-05
7.795000e+03	4.837929e-05
7.810000e+03	4.837929e-05
7.832000e+03	4.837929e-05
7.837000e+03	4.837929e-05
7.958000e+03	4.837929e-05
7.967000e+03	4.837929e-05
8.153000e+03	4.837929e-05
8.175000e+03	4.837929e-05
8.184000e+03	4.837929e-05
8.204000e+03	4.837929e-05
8.208000e+03	4.837929e-05
8.293000e+03	4.837929e-05
8.399000e+03	4.837929e-05
8.420000e+03	4.837929e-05
8.494000e+03	4.837929e-05
8.626000e+03	4.837929e-05
8.931000e+03	4.837929e-05
8.936000e+03	4.837929e-05
8.966000e+03	4.837929e-05
8.989000e+03	4.837929e-05
9.005000e+03	4.837929e-05
9.014000e+03	4.837929e-05
9.094000e+03	4.837929e-05
9.152000e+03	4.837929e-05
9.173000e+03	4.837929e-05
9.230000e+03	4.837929e-05
9.412000e+03	4.837929e-05
9.502000e+03	4.837929e-05
9.655000e+03	4.837929e-05
9.695000e+03	4.837929e-05
9.747000e+03	4.837929e-05
9.765000e+03	4.837929e-05
9.793000e+03	4.837929e-05
9.878000e+03	4.837929e-05
9.895000e+03	4.837929e-05
9.909000e+03	4.837929e-05
9.920000e+03	4.837929e-05
9.990000e+03	4.837929e-05
1.003400e+04	4.837929e-05
1.007100e+04	4.837929e-05
1.019200e+04	4.837929e-05
1.020900e+04	4.837929e-05
1.028500e+04	4.837929e-05
1.034100e+04	4.837929e-05
1.040600e+04	4.837929e-05
1.044100e+04	4.837929e-05
1.045900e+04	4.837929e-05
1.090700e+04	4.837929e-05
1.093700e+04	4.837929e-05
1.139500e+04	4.837929e-05
1.145500e+04	4.837929e-05
1.151900e+04	4.837929e-05
1.152200e+04	4.837929e-05
1.152600e+04	4.837929e-05
1.160900e+04	4.837929e-05
1.172700e+04	4.837929e-05
1.174200e+04	4.837929e-05
1.180700e+04	4.837929e-05
