1	3935219
2	800975
3	205921
4	81248
5	41789
6	24614
7	15773
8	10867
9	7722
10	5482
11	4076
12	3114
13	2355
14	1791
15	1472
16	1090
17	868
18	653
19	550
20	458
21	338
22	313
23	223
24	167
25	157
26	113
27	90
28	83
29	60
30	53
31	45
32	57
33	38
34	36
35	34
36	14
37	11
38	14
39	14
40	10
41	8
42	7
43	7
44	4
45	5
46	2
47	2
48	3
49	3
50	3
51	2
54	1
55	2
57	1
60	1
65	1
75	1
80	1
81	1
94	1
103	1
104	1
162	1
223	1
